age,income,credit_history_years,existing_loans,employment_type,loan_amount,loan_term_months,debt_to_income_ratio,credit_score,loan_approved
66,55357,21,2,Full-time,9251,36,0.9554959140526544,560,0
45,42226,19,2,Full-time,59861,36,1.8298482984344506,477,0
33,50151,3,1,Full-time,20294,36,0.11987659931111358,769,1
56,47353,30,0,Full-time,36764,12,1.2000896346229861,639,0
46,20000,24,2,Full-time,30045,36,0.3379259741487986,844,0
58,20000,22,3,Full-time,35158,60,1.1710661460518894,695,0
52,30081,41,0,Full-time,5517,36,0.31997093972141655,850,1
36,68497,30,2,Full-time,12932,36,0.01794589970553293,846,1
67,20000,46,2,Full-time,11656,24,1.068074194980075,757,1
36,20000,1,2,Full-time,109054,36,0.9409482155366854,425,0
41,92565,6,2,Full-time,92236,36,0.2560982141289834,650,1
49,31742,9,3,Full-time,42953,36,0.6105713136295035,608,0
47,36356,17,1,Full-time,53050,36,0.01794589970553293,777,1
67,20000,17,0,Full-time,65011,36,0.11517226097919997,672,1
26,61585,27,4,Self-employed,32742,48,0.06593612686782652,787,1
63,122171,47,1,Full-time,64498,24,0.01794589970553293,790,1
42,20000,9,2,Part-time,14104,60,0.5490633494086036,809,1
22,232387,13,1,Full-time,5089,36,0.48841592806293793,637,1
23,79971,18,5,Full-time,29494,36,0.01794589970553293,832,1
33,99789,29,2,Full-time,31745,24,0.8376729044602816,425,0
28,37658,10,2,Full-time,90093,36,0.13056429391591562,695,1
51,76254,30,2,Self-employed,34026,36,0.01794589970553293,754,1
46,158367,36,2,Full-time,7938,12,0.01794589970553293,639,0
27,20541,20,4,Full-time,47857,48,0.7002638133817931,425,1
38,20000,35,1,Part-time,61440,24,0.01794589970553293,633,1
18,45156,17,2,Full-time,23034,48,0.01794589970553293,850,0
32,185906,12,1,Full-time,5000,48,0.25674305184089297,826,1
30,20000,18,3,Full-time,109154,24,1.6092139055443582,561,0
30,54477,20,1,Full-time,7473,60,0.40568844352503974,768,1
39,70647,25,2,Full-time,67573,36,0.2416133527966291,846,1
48,20000,38,4,Full-time,104535,36,0.01794589970553293,698,0
47,20000,41,5,Full-time,27398,60,0.3637564129164615,425,1
51,23245,9,2,Full-time,109154,24,1.9721792106574174,838,0
52,232182,36,1,Full-time,64811,36,0.22323403465364028,705,1
35,31066,39,2,Part-time,50390,36,0.01794589970553293,816,1
50,36396,35,1,Part-time,42589,24,0.3452356159283829,744,1
56,125048,28,1,Full-time,12774,36,0.27810583637252695,688,1
51,22045,27,4,Part-time,51880,36,0.01794589970553293,579,1
29,20000,22,1,Part-time,44439,24,1.1892003674253497,442,0
49,27817,34,3,Full-time,107893,48,0.5098273347704307,850,1
40,20000,26,5,Part-time,105435,36,1.4510443577170866,438,0
42,32500,41,4,Full-time,22154,36,0.09617856279494552,581,1
33,58268,18,4,Full-time,28044,36,1.9503125579784222,726,0
36,20000,13,3,Self-employed,67160,60,0.48577120955860387,425,0
35,24034,1,1,Full-time,40117,60,0.18479378319214285,835,1
33,20000,12,1,Part-time,42173,48,0.4542501277294503,434,1
51,58773,8,2,Full-time,92856,36,0.01794589970553293,465,1
18,20840,3,3,Self-employed,109154,36,0.3190432650486995,425,1
41,232387,3,2,Full-time,5000,60,0.01794589970553293,850,1
21,20000,5,3,Full-time,64583,36,0.2977613445110294,587,0
28,20270,11,2,Full-time,39347,36,0.2927717209307352,707,0
69,20000,22,4,Unemployed,109154,24,0.02205945721253391,785,0
28,27218,29,1,Full-time,58790,24,0.01794589970553293,630,1
34,20000,37,4,Part-time,102084,36,1.410986552998705,718,1
39,20000,14,3,Self-employed,109154,12,1.6122562136255756,439,0
29,76005,24,3,Full-time,27227,36,0.01794589970553293,794,1
42,20000,21,0,Full-time,92948,36,0.29061652267583393,786,0
37,20000,18,2,Full-time,28335,36,0.38640609405118187,437,1
36,20000,12,2,Full-time,49002,36,0.548387490713935,429,0
58,32621,10,2,Unemployed,70517,24,0.20372301382910019,550,1
27,29313,16,1,Full-time,20301,24,0.01794589970553293,721,0
50,56417,15,1,Part-time,41774,12,1.2706908481500032,671,0
35,52226,12,2,Part-time,38739,24,0.13607325919405028,720,1
33,69486,14,2,Full-time,37586,24,0.01794589970553293,793,1
37,20000,10,2,Full-time,42550,36,0.0974820195392978,779,1
36,29882,4,3,Full-time,109154,24,0.33840923987080856,586,1
53,232387,25,2,Full-time,58288,12,0.42561331423397286,787,0
37,20000,14,2,Full-time,18620,36,0.20110340086016787,701,0
56,102378,1,2,Full-time,101217,24,0.10638155277505738,425,1
39,20000,44,4,Self-employed,92739,36,0.4035870606642993,592,0
61,30066,46,2,Full-time,56214,36,0.5112994107709422,685,0
41,20000,6,3,Full-time,51700,60,1.1780991095541786,733,1
19,168432,29,4,Full-time,73508,36,0.01794589970553293,609,1
42,128782,22,1,Full-time,5000,36,0.01794589970553293,843,1
29,80629,37,2,Full-time,60012,12,0.01794589970553293,608,1
42,20000,8,3,Unemployed,96694,36,0.4440976519506241,829,0
43,39016,30,4,Full-time,17549,36,0.7996875800494931,850,1
55,69560,10,4,Full-time,22005,24,0.5229610360465478,850,1
29,20000,33,2,Part-time,46660,48,0.25058471025367474,688,1
33,56061,25,2,Full-time,40073,36,0.01794589970553293,714,1
47,65383,37,3,Full-time,54851,36,0.8430754780512728,681,0
39,20000,18,3,Full-time,109154,24,0.5743971856197811,425,1
44,21408,33,2,Full-time,5243,36,1.944812624928307,747,0
30,20000,38,1,Self-employed,59219,36,0.6116740094826839,711,0
32,20000,18,4,Self-employed,66908,24,1.4993704035352367,425,0
43,20000,9,2,Self-employed,55197,60,1.1103662946022248,755,1
27,20000,22,4,Full-time,41275,36,0.5688596965109638,511,0
35,61275,36,2,Part-time,51831,36,1.0406419990084474,761,1
28,29189,25,1,Part-time,41286,36,0.01794589970553293,831,1
39,32909,20,2,Full-time,51266,36,0.33109601481904105,839,1
25,127043,26,3,Full-time,71601,36,0.16954999995357545,776,1
40,27251,2,0,Full-time,12593,36,0.27378525156320527,686,0
47,22209,17,1,Self-employed,51994,36,1.9050631230528499,787,1
48,20000,12,1,Full-time,109154,36,1.6414184457582919,461,0
24,20000,1,4,Part-time,6870,36,2.0,425,0
69,20826,12,1,Part-time,62080,24,2.0,791,0
41,59796,22,2,Full-time,66834,24,1.4348336811867122,454,1
47,20000,41,3,Part-time,109154,24,0.2842049260971556,425,1
40,20882,41,2,Full-time,48471,12,0.4512339094558746,618,0
71,63992,25,2,Full-time,68232,36,0.01794589970553293,611,0
46,20000,22,2,Self-employed,34036,36,0.07487919152204355,605,0
51,57472,23,2,Full-time,41646,36,0.23753367065774972,681,0
63,20000,50,2,Full-time,109154,60,0.01794589970553293,612,1
40,20000,8,1,Part-time,56564,36,1.0082758850193003,425,0
23,47225,26,2,Unemployed,44488,24,1.3067784886557565,720,0
18,21778,19,3,Full-time,5000,36,0.7264723950488439,519,0
18,39382,3,4,Full-time,61538,36,0.01794589970553293,640,0
49,29669,1,2,Full-time,5000,36,0.01794589970553293,662,1
47,20000,24,0,Part-time,32399,12,1.024485116686645,425,0
31,61497,1,1,Full-time,27094,36,0.1261630237411575,761,1
23,20000,29,1,Part-time,44063,36,1.7853403017553855,686,1
40,93861,35,2,Self-employed,47940,36,0.01794589970553293,734,1
58,74472,40,1,Full-time,25895,36,0.01794589970553293,820,1
33,48666,26,2,Full-time,65672,36,0.4632841362665858,617,1
39,61140,0,2,Full-time,51450,48,0.31381884572859675,769,0
24,20000,10,3,Unemployed,57340,36,2.0,727,0
28,20000,0,2,Part-time,5000,36,0.01794589970553293,700,1
63,20000,44,4,Full-time,30437,60,0.6036083331845441,665,0
54,95052,4,3,Full-time,33712,36,0.5839824208104253,803,1
62,51599,36,1,Full-time,37812,60,0.49490153520736974,771,1
70,27769,10,2,Part-time,76978,24,0.630108158809022,850,0
27,20000,26,0,Full-time,73159,36,0.9977861525596727,663,0
46,25594,27,4,Self-employed,60912,36,0.6900234101229006,664,0
30,20000,4,4,Part-time,67917,36,0.24886699539154,460,0
50,91508,4,2,Full-time,37216,36,0.6650070563624746,796,0
47,67723,23,4,Full-time,32949,36,0.0590615519513078,621,0
63,32219,24,1,Part-time,54058,24,1.669427377487177,678,1
51,31937,19,0,Self-employed,32188,24,1.0927266425417652,683,0
57,27151,12,1,Full-time,90658,36,0.9329096001193242,793,1
45,42696,25,2,Full-time,5000,36,0.01794589970553293,826,1
40,20000,31,3,Full-time,82103,24,0.45863477693971966,498,1
80,38998,32,6,Full-time,34314,36,1.0766539102112989,821,0
43,53042,26,2,Full-time,59865,24,0.48035070957844034,609,0
47,32170,13,2,Self-employed,93248,24,0.48294669389637923,774,0
57,20000,31,1,Self-employed,109154,36,0.21364291491141174,572,0
33,20000,0,5,Full-time,78615,36,2.0,606,1
66,20000,26,2,Full-time,30678,24,0.01794589970553293,798,1
69,22459,12,4,Full-time,14738,36,0.01794589970553293,783,1
47,46968,28,1,Full-time,87130,36,1.2967304806111464,580,0
47,20000,29,1,Full-time,42472,36,0.4012672642934827,732,1
35,20000,15,3,Part-time,87271,36,2.0,597,0
18,20000,41,8,Self-employed,20271,48,0.9946122323917529,629,1
50,20000,40,4,Full-time,74368,12,0.05695048790966467,531,1
52,20000,19,2,Full-time,14237,12,0.01794589970553293,806,1
38,24212,14,2,Self-employed,56525,36,0.6650533768672018,732,1
37,20000,43,1,Full-time,92603,48,0.46497679583820284,597,1
53,57242,15,3,Part-time,79785,24,0.12835277437112186,700,0
67,62975,16,1,Self-employed,37325,12,0.19844230898852372,709,0
27,20000,15,2,Full-time,78999,36,0.31468939291649267,662,0
42,20000,50,1,Full-time,81120,36,1.043364956401777,721,0
57,31580,42,2,Full-time,17078,24,0.4110626254492642,756,1
29,20000,12,2,Full-time,50710,24,0.60131236057025,669,0
47,189408,42,3,Full-time,41130,36,0.01794589970553293,770,1
19,57169,26,0,Full-time,5000,36,0.18772361946121305,709,1
41,118411,17,1,Part-time,82595,24,0.3455679739263615,812,1
37,20000,10,4,Part-time,34374,36,1.6665148388824702,671,0
25,73046,8,2,Full-time,5515,36,0.04635782168330091,750,1
44,20000,23,2,Self-employed,100103,24,0.8163302507949122,664,0
53,20000,36,2,Part-time,30257,24,1.5399152118453816,425,1
58,31709,19,2,Full-time,100829,24,0.4834503108541734,775,1
44,29423,40,2,Full-time,77600,24,0.01794589970553293,540,0
39,76093,29,2,Full-time,5000,36,0.3625801672790433,539,0
54,20000,15,3,Full-time,71027,48,0.7331728959019427,465,0
45,20000,18,1,Part-time,50122,12,0.01794589970553293,715,1
66,30466,25,5,Full-time,99245,60,0.12180295290006077,664,1
40,38162,10,1,Full-time,109154,12,0.01794589970553293,693,1
52,35176,22,2,Full-time,44849,60,0.11342735904654326,640,1
33,20000,29,2,Full-time,109154,36,0.23389423836821965,425,0
32,25783,25,2,Full-time,22971,36,0.01794589970553293,490,0
67,55015,43,1,Full-time,60992,36,0.01794589970553293,735,1
29,98983,27,2,Self-employed,45125,48,0.8352027271915712,694,0
57,41370,8,1,Full-time,61360,24,0.1358361066021626,593,1
47,232387,0,1,Full-time,96652,36,0.8317919202036421,575,1
39,20000,26,2,Full-time,75263,36,0.9895324855666786,527,0
27,20000,23,1,Part-time,109154,36,2.0,509,0
36,20000,0,5,Full-time,39209,36,0.3913261958818296,443,0
61,20000,18,4,Full-time,80391,36,2.0,704,0
24,46309,18,1,Part-time,69579,24,0.5645253177441905,850,0
29,20000,27,2,Part-time,71166,24,0.5346404816199745,525,1
30,40335,7,2,Self-employed,68680,12,0.01794589970553293,652,1
32,22989,10,1,Full-time,21007,24,0.01794589970553293,701,1
43,20118,1,3,Full-time,101984,36,0.8444124300042373,596,1
26,20000,43,5,Part-time,49697,12,0.9817598158532452,540,1
34,91465,11,3,Full-time,36657,48,1.9890272259659667,778,1
31,32635,40,1,Full-time,62735,36,0.4806791312434935,458,0
36,162852,29,2,Full-time,19085,36,0.0650104344908469,729,1
51,20000,0,2,Part-time,5000,36,1.8167797056831465,721,0
47,20000,50,2,Full-time,5428,24,1.542126474080904,809,0
58,20000,35,2,Full-time,69284,36,2.0,518,0
51,20000,22,3,Full-time,60652,36,0.6338918379308038,425,0
43,20000,5,4,Full-time,39433,36,0.02303717670180111,470,0
36,43614,49,2,Full-time,109154,36,0.9897988084969179,507,1
28,34351,19,4,Full-time,25857,36,0.01794589970553293,574,1
51,189756,6,2,Unemployed,73198,36,0.01794589970553293,721,1
49,41415,44,2,Full-time,92374,48,0.01794589970553293,655,0
40,20000,21,2,Full-time,64304,36,0.815279448182542,772,0
57,83409,0,3,Full-time,70087,48,1.2533692108306755,789,1
42,20000,12,3,Part-time,93582,24,0.8779865980632229,476,0
52,32165,20,2,Full-time,81261,36,0.6210722574879932,609,1
42,20000,30,4,Full-time,107516,24,0.5762247084152305,593,0
27,25088,49,2,Full-time,72687,36,0.16731126402285165,568,1
53,35268,35,1,Full-time,66287,24,0.01794589970553293,689,0
66,79134,48,2,Full-time,20843,48,0.01794589970553293,793,1
30,73353,17,1,Full-time,72702,24,0.01794589970553293,514,0
36,26415,19,2,Full-time,39779,60,0.07766560080247992,631,0
21,20000,1,3,Full-time,14750,36,0.2255962497795603,430,0
48,20000,24,1,Full-time,69637,12,0.6687890681809351,448,0
61,20000,19,1,Unemployed,15906,36,0.9287007136849028,699,0
33,20000,18,3,Full-time,19118,36,0.5136537619400947,565,0
44,20000,27,4,Full-time,39527,36,1.6798317147332915,472,0
52,71218,24,2,Part-time,32842,36,0.01794589970553293,811,1
65,20000,15,1,Part-time,109154,12,0.4058173725012735,651,0
62,27511,8,4,Full-time,99536,36,0.8114439882281325,522,1
49,132996,44,4,Full-time,102111,36,0.6880364686724447,802,1
37,64698,44,2,Full-time,24019,36,0.08611077058754862,664,1
64,20000,24,4,Full-time,80106,36,0.8858942492051755,773,1
44,69349,11,1,Full-time,42327,36,0.5226781282572256,802,1
46,65102,9,4,Part-time,44711,36,0.01794589970553293,680,0
51,120311,10,3,Full-time,24937,60,0.35097927146747887,662,1
20,20000,0,2,Full-time,5000,24,0.9752517927939608,575,0
29,20000,27,3,Full-time,109154,24,1.025064311418511,425,1
24,35888,34,4,Full-time,17092,24,0.3524872466015627,746,1
37,23944,36,1,Full-time,19745,24,0.134114186202653,778,1
41,20000,18,3,Full-time,45472,48,1.130541409096752,811,0
76,20000,14,5,Full-time,69130,36,0.8269741259601875,821,1
30,99889,26,4,Full-time,58149,36,0.01794589970553293,637,1
38,20000,15,4,Full-time,72140,36,2.0,641,0
30,80803,33,4,Unemployed,48813,36,0.48951048613209514,681,1
24,20000,18,0,Full-time,44900,36,0.45545073237870826,733,1
30,73750,20,0,Full-time,32607,36,0.45478719043661003,730,1
53,30328,19,2,Full-time,35344,60,1.3807837062610753,682,0
66,20000,19,2,Self-employed,5870,36,0.5134211973149089,696,0
34,20000,26,2,Part-time,103848,24,1.047304248430404,607,0
51,49410,21,4,Full-time,5000,36,0.1695384948172889,661,1
45,20000,31,1,Part-time,67374,24,0.22779810120662541,744,1
37,20000,10,3,Full-time,26142,36,1.8096211032758647,437,1
33,28599,32,3,Self-employed,35622,48,0.1892560563370474,711,0
50,23173,8,0,Full-time,28633,48,0.7737171919528532,819,0
24,20000,13,3,Self-employed,59996,24,0.6226158922152196,708,0
30,20000,40,1,Part-time,40923,36,0.19076335162424257,631,0
26,20000,21,2,Full-time,70790,36,0.4930255286720596,754,1
30,20000,5,4,Part-time,5733,36,0.48737886574349815,569,1
34,232387,0,2,Full-time,26662,36,0.01794589970553293,795,1
26,23440,11,1,Full-time,87542,48,0.6593716681395863,789,0
25,157758,19,2,Full-time,61721,36,0.7243079804287607,759,1
52,71854,25,2,Part-time,26447,48,0.01794589970553293,741,1
48,28336,40,2,Full-time,54786,48,0.6520015431255668,750,1
33,21155,8,2,Full-time,53046,24,0.06575735078730494,814,1
23,32572,28,2,Full-time,5000,24,1.3885526499040304,765,0
30,20000,47,3,Full-time,105149,60,0.28778647584347306,503,0
49,46738,48,3,Full-time,79634,24,0.01794589970553293,495,1
48,20000,27,2,Full-time,16490,36,0.39179902677670636,850,0
47,20000,26,2,Self-employed,30884,36,0.49817374991291474,666,1
37,135900,12,2,Full-time,98600,36,0.01794589970553293,773,0
42,20000,43,4,Full-time,105792,36,0.1958563269914533,668,0
49,34162,28,3,Full-time,105324,36,0.01794589970553293,673,1
39,25426,14,2,Part-time,53304,60,0.6067093473045392,797,1
24,27362,43,2,Full-time,27207,36,0.01794589970553293,721,0
45,20000,20,1,Full-time,36434,36,0.041458273206926105,695,0
46,20000,27,4,Full-time,27493,60,0.315405713274,726,0
23,72770,23,2,Full-time,16064,36,0.01794589970553293,782,1
45,20000,45,3,Part-time,76479,24,0.8040747238392378,697,1
33,20188,27,0,Part-time,40768,48,0.9460207675617858,777,1
33,45390,20,4,Part-time,71821,36,0.01794589970553293,761,0
50,63993,2,2,Full-time,78826,48,0.2261910889865183,790,1
58,20000,28,4,Full-time,66921,36,0.94247952362292,537,0
27,20000,4,3,Self-employed,36773,36,1.0240422316508162,621,0
40,20000,14,1,Full-time,29130,48,1.4344300566255455,429,0
53,40565,2,1,Full-time,101153,24,0.01794589970553293,687,1
37,105161,29,0,Full-time,5000,60,0.5388898709903528,587,0
30,41666,12,1,Full-time,46317,36,0.30155542644157945,792,0
67,20000,40,3,Full-time,63613,36,0.01794589970553293,651,0
20,20000,23,1,Self-employed,91954,36,0.060867360114754715,769,1
34,34481,29,4,Part-time,50553,24,1.359832784658094,683,0
54,69530,11,1,Full-time,72064,36,0.05918976605940561,612,0
62,20000,22,0,Unemployed,33037,12,0.37919222405080005,792,0
42,86286,19,4,Full-time,90529,36,0.07262755023575876,719,1
48,74649,39,2,Full-time,12869,60,0.01794589970553293,845,1
30,25236,21,1,Part-time,47045,24,0.2712988964920602,785,1
30,20000,42,3,Full-time,109154,36,0.8698107793755991,661,1
56,55328,31,1,Full-time,54705,24,0.3810960966509065,683,0
33,21230,1,1,Full-time,65052,36,0.0999467909249384,815,1
48,48008,28,4,Full-time,5000,36,0.6143292221149199,766,1
40,109187,25,1,Full-time,62609,36,0.01794589970553293,612,1
32,103801,11,2,Full-time,18894,36,0.3741786821129077,764,1
47,39652,22,1,Self-employed,5000,36,0.01794589970553293,732,1
47,21385,30,2,Full-time,56128,36,0.01794589970553293,786,1
33,52794,11,2,Unemployed,30552,36,0.01794589970553293,622,1
33,53712,7,4,Full-time,19658,36,0.01794589970553293,425,0
23,24952,12,4,Full-time,26622,36,0.01794589970553293,704,1
43,20000,20,3,Unemployed,38416,36,0.025414253391630726,585,1
66,20000,30,3,Self-employed,109154,36,2.0,619,0
57,34524,25,1,Full-time,5000,36,0.32124375500309077,842,1
33,20000,34,1,Full-time,63715,24,0.10313677714996261,592,0
69,103833,20,3,Full-time,38533,36,0.01794589970553293,759,0
24,20000,18,2,Full-time,51124,36,0.01794589970553293,760,0
70,20000,10,4,Part-time,23513,36,1.1827301795714882,425,0
52,47283,13,1,Full-time,34518,60,0.09344248427037279,793,1
49,114834,8,2,Full-time,90419,36,0.10062303026435371,812,1
29,20000,43,3,Full-time,87498,12,1.409770454140217,850,1
60,26164,20,0,Full-time,28503,48,1.3370199273008736,731,1
37,80408,31,1,Part-time,5000,48,0.01794589970553293,720,1
42,20000,32,3,Part-time,39816,36,0.93985246150007,680,0
18,48698,35,2,Full-time,31428,60,0.3533686639830209,850,1
18,87910,33,6,Full-time,25732,48,0.7283645738067214,825,1
26,20000,15,4,Full-time,26349,48,0.7521085031368009,642,0
32,20000,22,4,Full-time,100432,36,0.4176092212902346,832,0
30,20000,50,2,Full-time,41412,36,0.18935323655271447,487,0
76,24236,8,1,Full-time,73605,36,0.40586466609675464,747,1
26,20000,27,3,Full-time,51661,36,0.67101278812508,753,0
39,232387,23,1,Full-time,57704,36,0.5170149202331022,425,0
18,53780,50,4,Full-time,88785,24,0.09669830042901859,802,0
19,25532,36,2,Full-time,13617,60,0.01794589970553293,600,0
57,52068,46,3,Full-time,60702,12,0.7591091798572547,786,1
37,24930,20,1,Self-employed,109154,12,0.6166153484293995,425,0
42,43884,24,4,Part-time,17608,36,0.16240010122802123,654,1
50,169142,12,2,Part-time,23482,36,0.057665813783877806,767,1
31,20000,0,2,Full-time,5000,36,0.08004072321914739,744,1
37,50852,16,2,Part-time,69711,36,0.01794589970553293,751,1
38,130575,17,2,Full-time,5000,36,0.10694467923702411,827,1
46,20000,41,4,Part-time,96772,24,0.3989296920035932,742,0
58,45918,40,0,Full-time,53937,36,0.3727034364287008,722,0
67,32924,28,3,Full-time,109154,24,1.247596444515512,732,0
20,20000,44,3,Full-time,109154,60,0.56251851226612,425,1
46,66708,12,2,Full-time,52863,36,0.6069512657840372,580,1
40,20000,19,5,Full-time,47564,36,0.01794589970553293,431,1
50,20000,3,2,Part-time,25241,36,1.0940428616705544,615,1
65,20000,12,2,Full-time,80715,36,1.1586639626364847,665,0
44,20000,11,1,Full-time,98931,36,0.6891887851323462,425,0
42,20000,1,2,Full-time,13416,36,0.01794589970553293,847,1
42,150661,11,5,Full-time,5000,36,0.01794589970553293,782,1
27,35030,50,4,Self-employed,55083,36,0.01794589970553293,601,1
31,20000,14,1,Full-time,96144,48,0.9307033130488627,640,0
30,31247,17,0,Full-time,109154,24,1.187841696991854,752,1
33,128937,26,2,Unemployed,5000,36,1.6334833012076466,787,1
25,20000,9,2,Full-time,42726,12,1.7630386141598235,790,1
30,70203,26,0,Full-time,45538,36,0.01794589970553293,637,1
44,62672,46,3,Full-time,103665,12,0.9312558955753505,441,1
36,31984,25,2,Full-time,38858,36,0.05873436916883884,692,0
31,77148,5,2,Part-time,5000,36,1.382175528181516,850,1
72,23400,30,3,Full-time,73069,36,0.48223978022826397,659,1
36,20000,36,5,Full-time,59771,36,0.4001488759415166,504,0
44,63504,36,4,Full-time,5369,36,0.01794589970553293,850,1
42,20000,15,4,Full-time,18144,24,0.5084748281948627,525,0
30,58560,26,1,Full-time,5000,36,0.20969446979817274,834,1
34,64875,12,3,Full-time,65723,36,0.01794589970553293,461,1
61,30904,30,2,Full-time,48036,36,0.0924175600779382,490,0
44,65676,17,2,Full-time,27696,60,0.01794589970553293,834,1
34,20000,16,1,Full-time,92053,48,2.0,555,0
35,40440,11,1,Full-time,21018,36,0.12331415069510385,835,1
42,32272,30,3,Full-time,97562,36,1.239526879086915,541,0
52,38370,20,3,Self-employed,28804,36,0.5064341634985814,538,1
70,20000,37,2,Full-time,109154,36,0.04944842138086081,740,0
60,124617,21,1,Full-time,30012,24,0.01794589970553293,800,1
69,28776,37,2,Full-time,23125,36,0.01794589970553293,792,1
39,45519,33,0,Full-time,13479,36,0.01794589970553293,792,1
43,106978,43,2,Full-time,5000,24,0.01794589970553293,636,1
29,42405,14,2,Part-time,26392,36,1.2635787114011658,796,0
27,79326,22,1,Full-time,5000,36,0.01794589970553293,687,1
71,20000,9,2,Full-time,62034,36,0.5486215319328234,425,0
31,99512,33,2,Full-time,53242,36,0.01794589970553293,578,1
37,232387,12,1,Part-time,45956,24,0.20452057829656511,770,0
43,48190,50,1,Full-time,21006,36,0.07102767967518529,696,0
39,41536,42,2,Full-time,28886,36,0.4519900576444556,759,1
39,47708,20,1,Full-time,109154,36,1.5510517123580074,775,1
34,56546,22,3,Self-employed,92667,24,0.38174495886079146,677,0
51,35491,7,1,Full-time,109154,36,0.03624419962043593,734,1
36,20000,31,1,Full-time,109154,24,1.1380023716341001,425,1
64,20061,22,1,Full-time,58031,36,1.247782873565243,679,0
35,64076,28,3,Full-time,23273,36,0.4427942900108788,578,0
42,25431,18,2,Full-time,44676,24,0.01794589970553293,843,1
40,43643,29,2,Part-time,20555,12,0.3648845765036622,850,0
34,20000,25,1,Part-time,5000,36,0.056296042827143886,850,1
62,36930,13,2,Full-time,8580,60,0.01794589970553293,850,1
25,20000,11,2,Part-time,27021,48,0.43714079316571103,749,1
70,20000,26,1,Part-time,46565,24,1.3737645353467554,555,0
59,46386,19,1,Full-time,80810,24,0.01794589970553293,771,1
42,50183,20,2,Full-time,42283,36,0.01794589970553293,849,1
55,34711,15,4,Full-time,73968,36,0.5168666277893865,626,1
33,20000,22,1,Self-employed,109154,36,1.7206910890097213,446,0
41,50247,30,2,Full-time,5000,36,0.01828928002974267,830,1
29,20000,25,2,Full-time,75750,24,0.9987769015064252,595,1
58,78652,3,1,Full-time,51336,24,0.01794589970553293,811,1
25,118742,41,4,Full-time,71234,36,0.27579559932857967,473,0
65,41994,8,1,Full-time,24740,48,0.13094422611951168,695,1
32,20000,34,2,Unemployed,71955,24,0.21751325903010316,425,0
53,20000,28,2,Part-time,48570,36,2.0,624,0
28,38832,30,2,Full-time,7037,12,0.39246270606738687,554,0
53,232387,12,1,Full-time,83412,36,0.19153481422642835,684,0
26,39399,30,3,Full-time,18456,12,0.01794589970553293,425,1
37,20000,31,2,Self-employed,21704,12,0.7725076418320894,457,0
24,20000,26,3,Full-time,56135,36,1.081771711165319,665,0
53,78091,28,2,Full-time,14144,36,0.06506858933115878,823,1
35,31599,12,2,Full-time,46341,12,0.5433260142697682,845,1
44,25962,46,1,Full-time,60670,12,0.42198786351339873,477,0
27,68881,28,2,Full-time,101675,36,0.5266223504907924,628,0
49,27500,0,4,Self-employed,41399,36,0.01794589970553293,617,1
19,194013,49,2,Full-time,25458,36,0.01794589970553293,850,1
35,38619,1,1,Self-employed,78829,36,1.5207855147929896,713,0
39,156301,47,2,Full-time,91169,36,0.8102564331937177,735,1
29,31528,45,2,Full-time,78226,36,0.7603412226456966,738,0
61,25319,4,0,Full-time,24740,36,0.01794589970553293,795,1
27,37391,24,2,Part-time,20582,36,0.07042457123950607,806,1
39,51649,30,0,Self-employed,22006,60,0.01794589970553293,838,1
42,84435,22,4,Full-time,80846,36,0.6144474130568167,706,0
53,20000,29,2,Full-time,109154,36,0.5695479164786166,425,0
32,40616,30,4,Part-time,67567,36,0.33858885086155044,695,1
33,61016,28,1,Full-time,98144,36,0.01794589970553293,438,0
46,166033,0,1,Full-time,9784,36,0.5333186069113371,726,1
42,133026,22,2,Full-time,16736,36,0.01794589970553293,796,1
58,72249,12,1,Full-time,91284,36,0.01794589970553293,850,1
40,20000,26,4,Self-employed,109154,36,0.03133817668974137,425,0
18,27047,8,4,Full-time,12952,36,0.55616772157971,826,1
30,30452,22,2,Full-time,33169,36,0.33064099375722744,425,0
51,38217,21,2,Self-employed,109154,24,0.09920191338909691,761,0
58,135877,24,6,Part-time,15719,36,1.570733311353632,620,1
47,20000,18,2,Full-time,46722,36,0.5088020651459918,425,0
38,20000,29,4,Full-time,9237,36,0.27617653000988523,517,0
26,43759,22,0,Part-time,5000,48,0.3958440328545776,756,1
38,87432,26,5,Full-time,81347,36,0.046319771249651254,850,1
33,20000,27,3,Self-employed,103789,36,1.2302462784563266,425,0
47,20000,5,1,Full-time,13605,36,0.2237907216201144,662,0
22,20000,10,2,Self-employed,51800,24,0.08198512476471032,425,0
37,20000,13,5,Full-time,109154,36,1.6582980167155954,471,0
27,20000,3,4,Full-time,5179,12,0.3181500414017319,551,1
39,20000,32,2,Full-time,17771,36,0.6055102360729184,782,1
47,78613,32,2,Full-time,91524,24,0.33914537924698573,668,1
36,20000,12,1,Full-time,32967,48,0.01794589970553293,755,1
39,82231,29,2,Self-employed,14473,60,0.01794589970553293,425,1
48,20000,28,2,Part-time,62897,36,0.2182171775907495,540,0
37,42004,16,2,Full-time,5000,36,0.04276049028603102,850,1
33,22792,26,5,Part-time,25094,36,0.4294056939028673,625,1
42,26898,20,1,Part-time,5000,48,0.18351567600615826,660,1
55,112673,28,3,Full-time,35467,36,0.01794589970553293,850,1
41,181032,5,6,Full-time,5000,48,0.35144559718435,784,1
40,39944,43,2,Full-time,5000,36,0.01794589970553293,850,1
